,date,type,year,avg_price,size,nb_sold
47,05-02-2017,conventional,2017,0.95,extra_large,4703681.01
48,29-01-2017,conventional,2017,1.22,small,3151000.47
49,22-01-2017,conventional,2017,1.17,large,3394184.15
50,15-01-2017,conventional,2017,1.23,large,3034320.24
51,08-01-2017,conventional,2017,1.11,extra_large,3454819.97
52,01-01-2017,conventional,2017,1.12,small,2878967.54
0,31-12-2017,conventional,2017,0.81,small,258729.83
1,24-12-2017,conventional,2017,1.04,large,182002.85
2,17-12-2017,conventional,2017,0.91,small,197844.12
3,10-12-2017,conventional,2017,0.9,medium,239587.94
4,03-12-2017,conventional,2017,1.01,small,229337
5,26-11-2017,conventional,2017,1.08,small,159826
6,19-11-2017,conventional,2017,1.02,medium,188444
7,12-11-2017,conventional,2017,1.07,extra_large,202631
8,05-11-2017,conventional,2017,1.02,large,229240.49
9,29-10-2017,conventional,2017,1.14,large,217723.59
10,22-10-2017,conventional,2017,1.41,extra_large,167135.85
11,15-10-2017,conventional,2017,1.57,extra_large,161020.39
12,08-10-2017,conventional,2017,1.76,large,140968.03
13,01-10-2017,conventional,2017,1.7,small,154956.62
14,24-09-2017,conventional,2017,1.66,medium,159412.07
15,17-09-2017,conventional,2017,1.48,medium,167440.24
16,10-09-2017,conventional,2017,1.42,small,176082.45
17,03-09-2017,conventional,2017,1.34,extra_large,188701.54
18,27-08-2017,conventional,2017,1.28,extra_large,184465.49
19,20-08-2017,conventional,2017,1.07,extra_large,261757.88
20,13-08-2017,conventional,2017,1.05,large,268655.66
21,06-08-2017,conventional,2017,1.13,small,243526.27
22,30-07-2017,conventional,2017,1.14,large,217774.89
23,23-07-2017,conventional,2017,1.21,extra_large,211384.21
24,16-07-2017,conventional,2017,1.18,large,212210.95
25,09-07-2017,conventional,2017,0.99,small,267296.7
26,02-07-2017,conventional,2017,0.96,extra_large,281067.39
27,25-06-2017,conventional,2017,0.9,extra_large,287217.67
28,18-06-2017,conventional,2017,1,large,260893.43
29,11-06-2017,conventional,2017,1.13,large,218540.28
30,04-06-2017,conventional,2017,1.07,small,269102.17
31,28-05-2017,conventional,2017,0.97,small,282671.14
32,21-05-2017,conventional,2017,0.99,medium,259151.84
33,14-05-2017,conventional,2017,1.02,extra_large,225323.91
34,07-05-2017,conventional,2017,0.84,large,368796.8
35,30-04-2017,conventional,2017,0.99,large,286322.22
36,23-04-2017,conventional,2017,1.1,small,226088.3
37,16-04-2017,conventional,2017,1.09,extra_large,230566.12
38,09-04-2017,conventional,2017,1.03,small,251089.69
39,02-04-2017,conventional,2017,0.95,medium,281438.76
40,26-03-2017,conventional,2017,0.91,large,276732.88
41,19-03-2017,conventional,2017,0.96,large,228023.12
42,12-03-2017,conventional,2017,0.75,small,261830.38
43,05-03-2017,conventional,2017,0.6,extra_large,379324.44
44,26-02-2017,conventional,2017,0.88,large,216226.59
45,19-02-2017,conventional,2017,0.82,small,225664.23
46,12-02-2017,conventional,2017,0.66,medium,271393.5
47,05-02-2017,conventional,2017,0.68,extra_large,377719.7
48,29-01-2017,conventional,2017,0.93,large,238392.73
49,22-01-2017,conventional,2017,0.87,extra_large,251189.52
50,15-01-2017,conventional,2017,0.89,extra_large,251914.74
51,08-01-2017,conventional,2017,0.84,large,255094.17
52,01-01-2017,conventional,2017,0.73,extra_large,249074.81
0,31-12-2017,conventional,2017,1.06,extra_large,262281.64
1,24-12-2017,conventional,2017,1.14,small,224869.91
2,17-12-2017,conventional,2017,1.03,medium,251753.79
3,10-12-2017,conventional,2017,1.06,large,251601.16
4,03-12-2017,conventional,2017,0.97,medium,266547
5,26-11-2017,conventional,2017,1.27,small,176817
6,19-11-2017,conventional,2017,1.27,large,207295
7,12-11-2017,conventional,2017,1.11,large,292987
8,05-11-2017,conventional,2017,1.32,extra_large,225563.4
9,29-10-2017,conventional,2017,1.11,extra_large,277437.66
10,22-10-2017,conventional,2017,1.26,small,269443.25
11,15-10-2017,conventional,2017,1.46,medium,227947.46
12,08-10-2017,conventional,2017,1.34,small,328829.92
13,01-10-2017,conventional,2017,1.72,small,227535.41
14,24-09-2017,conventional,2017,1.7,medium,205976.51
15,17-09-2017,conventional,2017,1.62,small,219275.21
16,10-09-2017,conventional,2017,1.62,large,217336.35
17,03-09-2017,conventional,2017,1.57,extra_large,227168.31
18,27-08-2017,conventional,2017,1.46,large,229748.3
19,20-08-2017,conventional,2017,1.46,extra_large,226946.53
20,13-08-2017,conventional,2017,1.39,small,236698.78
21,06-08-2017,conventional,2017,1.33,medium,240983.48
22,30-07-2017,conventional,2017,1.4,small,246036.68
23,23-07-2017,conventional,2017,1.39,medium,262774.91
24,16-07-2017,conventional,2017,1.32,small,232912.36
25,09-07-2017,conventional,2017,1.26,extra_large,267928.19
26,02-07-2017,conventional,2017,1.27,extra_large,302052.69
27,25-06-2017,conventional,2017,1.3,extra_large,293079.22
28,18-06-2017,conventional,2017,1.29,extra_large,287734.91
29,11-06-2017,conventional,2017,1.32,small,312695
30,04-06-2017,conventional,2017,1.38,extra_large,256543.43
31,28-05-2017,conventional,2017,1.39,medium,293608.21
32,21-05-2017,conventional,2017,1.36,medium,252110.25
33,14-05-2017,conventional,2017,1.35,medium,241194.43
34,07-05-2017,conventional,2017,1.02,small,423839.41
35,30-04-2017,conventional,2017,1.32,medium,301447.98
36,23-04-2017,conventional,2017,1.35,small,227634.47
37,16-04-2017,conventional,2017,1.27,extra_large,268722.38
38,09-04-2017,conventional,2017,1.34,medium,235686.8
39,02-04-2017,conventional,2017,1.37,large,243155.13
40,26-03-2017,conventional,2017,1.38,large,236515.28
41,19-03-2017,conventional,2017,1.32,large,231348.89
42,12-03-2017,conventional,2017,1.32,large,239083.77
43,05-03-2017,conventional,2017,1.13,medium,254912.18
44,26-02-2017,conventional,2017,0.98,small,307637.26
45,19-02-2017,conventional,2017,1.11,large,220338.25
46,12-02-2017,conventional,2017,0.9,large,276002.68
47,05-02-2017,conventional,2017,0.61,small,633235.06
48,29-01-2017,conventional,2017,0.97,extra_large,344239.35
49,22-01-2017,conventional,2017,1.06,large,267331.27
50,15-01-2017,conventional,2017,1.01,extra_large,291083.26
51,08-01-2017,conventional,2017,1.1,medium,230884.67
52,01-01-2017,conventional,2017,0.81,large,318672.94
0,31-12-2017,conventional,2017,1.33,large,1201219.44
1,24-12-2017,conventional,2017,1.34,small,1233461.89
2,17-12-2017,conventional,2017,1.41,medium,1181560.33
3,10-12-2017,conventional,2017,1.14,small,2390308.58
4,03-12-2017,conventional,2017,1.41,small,1191930
5,26-11-2017,conventional,2017,1.42,large,1210256
6,19-11-2017,conventional,2017,1.37,large,1335298
7,12-11-2017,conventional,2017,1.52,large,1122350
8,05-11-2017,conventional,2017,1.41,medium,1319642.14
9,29-10-2017,conventional,2017,1.57,large,1217806.97
10,22-10-2017,conventional,2017,1.54,small,1253047.6
11,15-10-2017,conventional,2017,1.68,extra_large,1176751.31
12,08-10-2017,conventional,2017,1.69,large,1105462.53
13,01-10-2017,conventional,2017,1.67,extra_large,1201890.84
14,24-09-2017,conventional,2017,1.65,extra_large,1178504.26
15,17-09-2017,conventional,2017,1.61,small,1154925.12
16,10-09-2017,conventional,2017,1.61,large,1150959.1
17,03-09-2017,conventional,2017,1.8,medium,1077993.21
18,27-08-2017,conventional,2017,1.81,medium,1100987.66
19,20-08-2017,conventional,2017,1.75,extra_large,1057188.97
20,13-08-2017,conventional,2017,1.58,small,1267239.35
21,06-08-2017,conventional,2017,1.56,extra_large,1277419.69
22,30-07-2017,conventional,2017,1.52,medium,1306226.34
23,23-07-2017,conventional,2017,1.55,medium,1306877.98
24,16-07-2017,conventional,2017,1.57,small,1327763.45
25,09-07-2017,conventional,2017,1.63,small,1442667.56
26,02-07-2017,conventional,2017,1.72,small,1304560.72
27,25-06-2017,conventional,2017,1.47,large,1521598.08
28,18-06-2017,conventional,2017,1.82,medium,1242160.85
29,11-06-2017,conventional,2017,1.74,small,1374185.78
30,04-06-2017,conventional,2017,1.83,medium,1335461.36
31,28-05-2017,conventional,2017,1.75,extra_large,1451146.59
32,21-05-2017,conventional,2017,1.8,small,1298242.54
33,14-05-2017,conventional,2017,1.75,small,1387420.96
34,07-05-2017,conventional,2017,1.65,medium,1746824.6
35,30-04-2017,conventional,2017,1.84,large,1228100.25
36,23-04-2017,conventional,2017,1.68,large,1247609.13
37,16-04-2017,conventional,2017,1.76,extra_large,1222890.71
38,09-04-2017,conventional,2017,1.75,large,1277721.97
39,02-04-2017,conventional,2017,1.74,medium,1221327.78
40,26-03-2017,conventional,2017,1.72,small,1154893.52
41,19-03-2017,conventional,2017,1.7,medium,1155875.16
42,12-03-2017,conventional,2017,1.76,large,1163703.37
43,05-03-2017,conventional,2017,1.39,small,1465568.77
44,26-02-2017,conventional,2017,1.55,small,1241381.61
45,19-02-2017,conventional,2017,1.28,small,1052132.16
46,12-02-2017,conventional,2017,1.19,extra_large,1955395.44
47,05-02-2017,conventional,2017,1.24,extra_large,2544483.08
48,29-01-2017,conventional,2017,1.52,medium,1270564.47
49,22-01-2017,conventional,2017,1.48,large,1721917.04
50,15-01-2017,conventional,2017,1.38,extra_large,1384264.04
51,08-01-2017,conventional,2017,1.29,extra_large,1532074.69
52,01-01-2017,conventional,2017,1.44,extra_large,940983.17
0,31-12-2017,conventional,2017,1.31,medium,3652549.7
1,24-12-2017,conventional,2017,1.37,large,3489057.04
2,17-12-2017,conventional,2017,1.35,small,3504253.8
3,10-12-2017,conventional,2017,1.17,small,5543004.84
4,03-12-2017,conventional,2017,1.32,large,4030251
5,26-11-2017,conventional,2017,1.37,large,3269460
6,19-11-2017,conventional,2017,1.37,extra_large,3680754
7,12-11-2017,conventional,2017,1.35,large,3925104
8,05-11-2017,conventional,2017,1.45,large,3492828.1
9,29-10-2017,conventional,2017,1.52,extra_large,3430235.17
10,22-10-2017,conventional,2017,1.51,large,3380058.07
11,15-10-2017,conventional,2017,1.62,medium,3251117.56
12,08-10-2017,conventional,2017,1.63,medium,3065336.1
13,01-10-2017,conventional,2017,1.61,small,3438536.39
14,24-09-2017,conventional,2017,1.59,large,3424954.07
15,17-09-2017,conventional,2017,1.54,extra_large,3350043.59
16,10-09-2017,conventional,2017,1.61,large,3536857.97
17,03-09-2017,conventional,2017,1.75,medium,3330799.31
18,27-08-2017,conventional,2017,1.7,large,3374546.02
19,20-08-2017,conventional,2017,1.68,large,3417507.87
20,13-08-2017,conventional,2017,1.49,large,4323440.02
21,06-08-2017,conventional,2017,1.52,small,4132666.26
22,30-07-2017,conventional,2017,1.49,medium,4018833.97
23,23-07-2017,conventional,2017,1.46,small,4222039.27
24,16-07-2017,conventional,2017,1.5,large,4180237.98
25,09-07-2017,conventional,2017,1.58,medium,4406341.73
26,02-07-2017,conventional,2017,1.63,small,4035234.26
27,25-06-2017,conventional,2017,1.54,extra_large,4121661.3
28,18-06-2017,conventional,2017,1.68,extra_large,3945270.4
29,11-06-2017,conventional,2017,1.68,large,4060850.93
30,04-06-2017,conventional,2017,1.74,large,4096560.83
31,28-05-2017,conventional,2017,1.71,medium,4529672.68
32,21-05-2017,conventional,2017,1.66,large,4110305.09
33,14-05-2017,conventional,2017,1.67,large,4163120.72
34,07-05-2017,conventional,2017,1.53,extra_large,5262336.16
35,30-04-2017,conventional,2017,1.6,medium,4289149.75
36,23-04-2017,conventional,2017,1.59,small,3846196.3
37,16-04-2017,conventional,2017,1.65,small,4043204.76
38,09-04-2017,conventional,2017,1.6,medium,4313430.98
39,02-04-2017,conventional,2017,1.62,extra_large,3988654.48
40,26-03-2017,conventional,2017,1.54,medium,3977196.18
41,19-03-2017,conventional,2017,1.59,extra_large,3768359.35
42,12-03-2017,conventional,2017,1.6,large,3779295.69
43,05-03-2017,conventional,2017,1.34,extra_large,4468555.34
44,26-02-2017,conventional,2017,1.43,small,3980574.14
45,19-02-2017,conventional,2017,1.36,extra_large,3526205.21
46,12-02-2017,conventional,2017,1.19,large,5367769.78
47,05-02-2017,conventional,2017,1.23,small,6724196.61
48,29-01-2017,conventional,2017,1.39,extra_large,4155042.11
49,22-01-2017,conventional,2017,1.39,large,5007356.22
50,15-01-2017,conventional,2017,1.36,small,4250958.55
51,08-01-2017,conventional,2017,1.25,large,4691937.5
52,01-01-2017,conventional,2017,1.35,large,3513388.32
0,31-12-2017,conventional,2017,1.13,medium,513318.77
1,24-12-2017,conventional,2017,1.36,large,347811.65
2,17-12-2017,conventional,2017,1.26,large,394608.36
3,10-12-2017,conventional,2017,1.29,medium,364577.18
4,03-12-2017,conventional,2017,1.1,small,636106
5,26-11-2017,conventional,2017,1.41,medium,270865
6,19-11-2017,conventional,2017,1.36,medium,311603
7,12-11-2017,conventional,2017,1.01,medium,681570
8,05-11-2017,conventional,2017,1.51,medium,288593.62
9,29-10-2017,conventional,2017,1.5,small,304167.22
10,22-10-2017,conventional,2017,1.52,extra_large,300976.46
11,15-10-2017,conventional,2017,1.58,large,298364.19
12,08-10-2017,conventional,2017,1.61,large,267322.07
13,01-10-2017,conventional,2017,1.64,small,290521.98
14,24-09-2017,conventional,2017,1.63,extra_large,296892.52
15,17-09-2017,conventional,2017,1.59,large,281832.66
16,10-09-2017,conventional,2017,1.74,small,312541.08
17,03-09-2017,conventional,2017,1.88,medium,288210.32
18,27-08-2017,conventional,2017,1.83,large,277558.13
19,20-08-2017,conventional,2017,1.82,small,322962.89
20,13-08-2017,conventional,2017,1.24,extra_large,554390.58
21,06-08-2017,conventional,2017,1.59,small,462412.85
22,30-07-2017,conventional,2017,1.55,extra_large,412937.73
23,23-07-2017,conventional,2017,1.38,extra_large,464876.48
24,16-07-2017,conventional,2017,1.39,extra_large,490940.46
25,09-07-2017,conventional,2017,1.48,extra_large,486214.04
26,02-07-2017,conventional,2017,1.57,medium,432564.12
27,25-06-2017,conventional,2017,1.62,extra_large,359321.55
28,18-06-2017,conventional,2017,1.52,medium,420089.07
29,11-06-2017,conventional,2017,1.62,extra_large,406486.08
30,04-06-2017,conventional,2017,1.66,medium,401637.7
31,28-05-2017,conventional,2017,1.66,small,445049.68
32,21-05-2017,conventional,2017,1.54,extra_large,393289.53
33,14-05-2017,conventional,2017,1.53,medium,391189.88
34,07-05-2017,conventional,2017,1.23,extra_large,544200.61
35,30-04-2017,conventional,2017,1.39,small,407790.12
36,23-04-2017,conventional,2017,1.38,large,404739.65
37,16-04-2017,conventional,2017,1.46,extra_large,417480.41
38,09-04-2017,conventional,2017,1.33,small,515775.3
39,02-04-2017,conventional,2017,1.45,extra_large,422201.67
40,26-03-2017,conventional,2017,1.38,small,416769.78
41,19-03-2017,conventional,2017,1.43,small,380612.68
42,12-03-2017,conventional,2017,1.41,small,397861.17
43,05-03-2017,conventional,2017,1.38,small,384828.85
44,26-02-2017,conventional,2017,1.25,extra_large,434201.49
45,19-02-2017,conventional,2017,1.37,large,375322.2
46,12-02-2017,conventional,2017,1.13,large,501364.8
47,05-02-2017,conventional,2017,1.13,medium,701706
48,29-01-2017,conventional,2017,1.21,medium,423387.02
49,22-01-2017,conventional,2017,1.17,large,502345.31
50,15-01-2017,conventional,2017,1.25,large,421262.96
51,08-01-2017,conventional,2017,1.19,small,425000.71
52,01-01-2017,conventional,2017,1.11,medium,476239.03
0,31-12-2017,conventional,2017,1.16,small,461913.85
1,24-12-2017,conventional,2017,1.39,small,292291.1
2,17-12-2017,conventional,2017,1.01,small,381303.71
3,10-12-2017,conventional,2017,1.02,medium,424938.5
4,03-12-2017,conventional,2017,1.31,extra_large,318626
5,26-11-2017,conventional,2017,1.4,large,272367
6,19-11-2017,conventional,2017,1.2,extra_large,349206
7,12-11-2017,conventional,2017,1.38,extra_large,330006
8,05-11-2017,conventional,2017,1.48,large,290421.2
9,29-10-2017,conventional,2017,1.22,medium,399421.97
10,22-10-2017,conventional,2017,1.56,small,328326.17
11,15-10-2017,conventional,2017,1.74,large,288581.65
12,08-10-2017,conventional,2017,1.85,small,304863.13
13,01-10-2017,conventional,2017,2,extra_large,262601.79
14,24-09-2017,conventional,2017,1.83,medium,263801.67
15,17-09-2017,conventional,2017,1.76,large,271882.04
16,10-09-2017,conventional,2017,1.7,medium,253627.92
17,03-09-2017,conventional,2017,1.8,small,295896.59
18,27-08-2017,conventional,2017,1.57,medium,296756.62
19,20-08-2017,conventional,2017,1.57,small,297964.43
20,13-08-2017,conventional,2017,1.44,large,363916.69
21,06-08-2017,conventional,2017,1.41,large,326355.84
22,30-07-2017,conventional,2017,1.4,medium,321422.84
23,23-07-2017,conventional,2017,1.38,small,361733.69
24,16-07-2017,conventional,2017,1.42,large,331752.25
25,09-07-2017,conventional,2017,1.4,small,343076.46
26,02-07-2017,conventional,2017,1.4,medium,414176.6
27,25-06-2017,conventional,2017,1.35,small,376407.55
28,18-06-2017,conventional,2017,1.4,large,339228.04
29,11-06-2017,conventional,2017,1.41,large,401365.48
30,04-06-2017,conventional,2017,1.41,large,400425.73
31,28-05-2017,conventional,2017,1.4,extra_large,381490.67
32,21-05-2017,conventional,2017,1.41,extra_large,357405.82
33,14-05-2017,conventional,2017,1.42,extra_large,322189.66
34,07-05-2017,conventional,2017,1.17,medium,529138.31
35,30-04-2017,conventional,2017,1.24,extra_large,479827.89
36,23-04-2017,conventional,2017,1.44,extra_large,345971.78
37,16-04-2017,conventional,2017,1.47,small,305796.3
38,09-04-2017,conventional,2017,1.49,large,311220.15
39,02-04-2017,conventional,2017,1.59,small,297788.72
40,26-03-2017,conventional,2017,1.62,medium,281795.07
41,19-03-2017,conventional,2017,1.53,small,287195.89
42,12-03-2017,conventional,2017,1.52,small,290011
43,05-03-2017,conventional,2017,1.55,medium,270877.61
44,26-02-2017,conventional,2017,1.25,small,307685.6
45,19-02-2017,conventional,2017,1.26,extra_large,262109.86
46,12-02-2017,conventional,2017,0.95,large,430096.94
47,05-02-2017,conventional,2017,0.85,extra_large,711200.33
48,29-01-2017,conventional,2017,1.24,medium,364048.79
49,22-01-2017,conventional,2017,1,small,481274
50,15-01-2017,conventional,2017,1.27,small,356960.5
51,08-01-2017,conventional,2017,1.28,extra_large,301768.99
52,01-01-2017,conventional,2017,0.95,small,447083.97
0,31-12-2017,conventional,2017,1.35,small,334783.58
1,24-12-2017,conventional,2017,1.34,small,379421.96
2,17-12-2017,conventional,2017,1.43,extra_large,344203.81
3,10-12-2017,conventional,2017,1.23,extra_large,575854.08
4,03-12-2017,conventional,2017,1.35,small,379540
5,26-11-2017,conventional,2017,1.38,small,337065
6,19-11-2017,conventional,2017,1.34,medium,384115
7,12-11-2017,conventional,2017,1.45,extra_large,356528
8,05-11-2017,conventional,2017,1.4,extra_large,384628.71
9,29-10-2017,conventional,2017,1.53,extra_large,367260.68
10,22-10-2017,conventional,2017,1.53,small,376196.84
11,15-10-2017,conventional,2017,1.64,medium,368965.61
12,08-10-2017,conventional,2017,1.67,large,331169.67
13,01-10-2017,conventional,2017,1.62,extra_large,389987.92
14,24-09-2017,conventional,2017,1.58,medium,383655.09
15,17-09-2017,conventional,2017,1.54,medium,366239.72
16,10-09-2017,conventional,2017,1.54,small,358609.19
17,03-09-2017,conventional,2017,1.7,large,363905.02
18,27-08-2017,conventional,2017,1.68,small,370286.98
19,20-08-2017,conventional,2017,1.64,medium,368098.13
20,13-08-2017,conventional,2017,1.54,medium,385890.89
21,06-08-2017,conventional,2017,1.48,medium,382653.13
22,30-07-2017,conventional,2017,1.47,extra_large,404029.77
23,23-07-2017,conventional,2017,1.47,large,393360.73
24,16-07-2017,conventional,2017,1.51,medium,381469.09
25,09-07-2017,conventional,2017,1.59,medium,406120.55
26,02-07-2017,conventional,2017,1.68,small,365488.32
27,25-06-2017,conventional,2017,1.5,small,422231.87
28,18-06-2017,conventional,2017,1.75,extra_large,380239.79
29,11-06-2017,conventional,2017,1.73,small,379927.26
30,04-06-2017,conventional,2017,1.8,medium,394307.04
31,28-05-2017,conventional,2017,1.74,small,432742.98
32,21-05-2017,conventional,2017,1.75,small,385075.85
33,14-05-2017,conventional,2017,1.75,large,387975.97
34,07-05-2017,conventional,2017,1.66,small,491356.56
35,30-04-2017,conventional,2017,1.78,medium,386907.3
36,23-04-2017,conventional,2017,1.66,medium,363689.09
37,16-04-2017,conventional,2017,1.74,extra_large,390396.69
38,09-04-2017,conventional,2017,1.7,extra_large,398600.32
39,02-04-2017,conventional,2017,1.68,small,385731.38
40,26-03-2017,conventional,2017,1.66,large,379956.99
41,19-03-2017,conventional,2017,1.66,small,373158.66
42,12-03-2017,conventional,2017,1.74,large,377616.35
43,05-03-2017,conventional,2017,1.48,medium,409950.45
44,26-02-2017,conventional,2017,1.49,small,411014.79
45,19-02-2017,conventional,2017,1.37,small,369284.51
46,12-02-2017,conventional,2017,1.19,small,572219.25
47,05-02-2017,conventional,2017,1.28,small,645655.16
48,29-01-2017,conventional,2017,1.48,large,421316.65
49,22-01-2017,conventional,2017,1.51,small,489345.23
50,15-01-2017,conventional,2017,1.44,medium,435740.48
51,08-01-2017,conventional,2017,1.39,extra_large,435745.77
52,01-01-2017,conventional,2017,1.4,medium,321941.32
0,31-12-2017,conventional,2017,0.75,large,986474.74
1,24-12-2017,conventional,2017,0.75,large,1006477.79
2,17-12-2017,conventional,2017,0.7,medium,1031887.79
3,10-12-2017,conventional,2017,0.64,large,1222641.23
4,03-12-2017,conventional,2017,0.72,medium,1135877
5,26-11-2017,conventional,2017,0.77,large,929825
6,19-11-2017,conventional,2017,0.6,large,1427367
7,12-11-2017,conventional,2017,0.72,small,1248721
8,05-11-2017,conventional,2017,0.79,large,1208035.4
9,29-10-2017,conventional,2017,0.98,medium,866137.35
10,22-10-2017,conventional,2017,1.04,medium,809603.25
11,15-10-2017,conventional,2017,1.17,large,776108.23
12,08-10-2017,conventional,2017,1.28,small,713847.15
13,01-10-2017,conventional,2017,1.31,extra_large,666472.86
14,24-09-2017,conventional,2017,1.24,medium,685443.39
15,17-09-2017,conventional,2017,1.22,large,731289.23
16,10-09-2017,conventional,2017,1.2,medium,727628.13
17,03-09-2017,conventional,2017,1.2,small,727912.24
18,27-08-2017,conventional,2017,1.18,large,715349.6
19,20-08-2017,conventional,2017,1.14,large,773947.25
20,13-08-2017,conventional,2017,1.01,medium,940390.93
21,06-08-2017,conventional,2017,0.94,large,974933.36
22,30-07-2017,conventional,2017,0.96,large,930918.01
23,23-07-2017,conventional,2017,0.89,small,1072590.2
24,16-07-2017,conventional,2017,0.92,large,973521.7
25,09-07-2017,conventional,2017,0.75,large,1347858.68
26,02-07-2017,conventional,2017,0.77,extra_large,1224659.64
27,25-06-2017,conventional,2017,0.77,medium,1197422.34
28,18-06-2017,conventional,2017,0.7,large,1326697.78
29,11-06-2017,conventional,2017,0.68,small,1417604.32
30,04-06-2017,conventional,2017,0.76,extra_large,1228049.22
31,28-05-2017,conventional,2017,0.81,large,1177093.03
32,21-05-2017,conventional,2017,0.74,large,1163735.54
33,14-05-2017,conventional,2017,0.69,small,1297119.2
34,07-05-2017,conventional,2017,0.65,medium,1546765.68
35,30-04-2017,conventional,2017,0.75,extra_large,1080538.36
36,23-04-2017,conventional,2017,0.7,large,1197854.72
37,16-04-2017,conventional,2017,0.73,extra_large,1255293.53
38,09-04-2017,conventional,2017,0.65,small,1264239.57
39,02-04-2017,conventional,2017,0.67,small,1315020.28
40,26-03-2017,conventional,2017,0.57,extra_large,1607936.05
41,19-03-2017,conventional,2017,0.68,medium,1241284.04
42,12-03-2017,conventional,2017,0.65,small,1264592.26
43,05-03-2017,conventional,2017,0.67,small,1176932.6
44,26-02-2017,conventional,2017,0.65,extra_large,1146225.87
45,19-02-2017,conventional,2017,0.67,extra_large,1171871.64
46,12-02-2017,conventional,2017,0.54,medium,1582877.09
47,05-02-2017,conventional,2017,0.46,medium,2200550.27
48,29-01-2017,conventional,2017,0.58,medium,1380520.76
49,22-01-2017,conventional,2017,0.54,extra_large,1601222.68
50,15-01-2017,conventional,2017,0.6,small,1470187.14
51,08-01-2017,conventional,2017,0.73,large,1138871.92
52,01-01-2017,conventional,2017,0.63,large,1169638.17
0,31-12-2017,conventional,2017,1.01,extra_large,150867.12
1,24-12-2017,conventional,2017,1.29,extra_large,87945.29
2,17-12-2017,conventional,2017,1.01,small,141895.38
3,10-12-2017,conventional,2017,1.27,large,93436.57
4,03-12-2017,conventional,2017,1.18,large,93898
5,26-11-2017,conventional,2017,1.02,large,124119
6,19-11-2017,conventional,2017,1.5,large,89083
7,12-11-2017,conventional,2017,1.51,small,87818
8,05-11-2017,conventional,2017,1.54,medium,85430.88
9,29-10-2017,conventional,2017,1.52,extra_large,90393.33
10,22-10-2017,conventional,2017,1.54,medium,99922.23
11,15-10-2017,conventional,2017,1.56,extra_large,97962.05
12,08-10-2017,conventional,2017,1.6,small,84870.68
13,01-10-2017,conventional,2017,1.33,small,105766.89
14,24-09-2017,conventional,2017,1.32,large,102663.43
15,17-09-2017,conventional,2017,1.29,small,104613.01
16,10-09-2017,conventional,2017,1.31,medium,100073.91
17,03-09-2017,conventional,2017,1.31,extra_large,104937.39
18,27-08-2017,conventional,2017,1.28,extra_large,106686.99
19,20-08-2017,conventional,2017,1.29,extra_large,104117.39
20,13-08-2017,conventional,2017,1.27,medium,106928.65
21,06-08-2017,conventional,2017,1.29,extra_large,105595.21
22,30-07-2017,conventional,2017,1.29,medium,104351.36
23,23-07-2017,conventional,2017,1.29,small,105012.68
24,16-07-2017,conventional,2017,1.26,extra_large,106344.95
25,09-07-2017,conventional,2017,1.25,small,116575.48
26,02-07-2017,conventional,2017,1.25,medium,124868.74
27,25-06-2017,conventional,2017,1.26,medium,120211.37
28,18-06-2017,conventional,2017,1.29,extra_large,119743.9
29,11-06-2017,conventional,2017,1.33,small,117367.43
30,04-06-2017,conventional,2017,1.33,small,123557.37
31,28-05-2017,conventional,2017,1.32,medium,143674.94
32,21-05-2017,conventional,2017,1.02,medium,207645.24
33,14-05-2017,conventional,2017,1.33,small,117857.6
34,07-05-2017,conventional,2017,1.03,large,214738.04
35,30-04-2017,conventional,2017,1.05,small,205559.96
36,23-04-2017,conventional,2017,1.34,extra_large,117579.21
37,16-04-2017,conventional,2017,1.33,small,116011.18
38,09-04-2017,conventional,2017,1.36,extra_large,119196.56
39,02-04-2017,conventional,2017,1.37,large,122944.98
40,26-03-2017,conventional,2017,1.34,extra_large,117686.64
41,19-03-2017,conventional,2017,1.34,medium,110278.1
42,12-03-2017,conventional,2017,1.34,large,108624.25
43,05-03-2017,conventional,2017,1.02,extra_large,174567.14
44,26-02-2017,conventional,2017,1.33,medium,103906
45,19-02-2017,conventional,2017,1.33,large,91579.18
46,12-02-2017,conventional,2017,1.28,large,100215.44
47,05-02-2017,conventional,2017,1.02,extra_large,157981.65
48,29-01-2017,conventional,2017,1.26,large,107225.04
49,22-01-2017,conventional,2017,1.04,medium,159303.6
50,15-01-2017,conventional,2017,1.08,extra_large,168143.15
51,08-01-2017,conventional,2017,1.02,small,152780.85
52,01-01-2017,conventional,2017,1.02,large,141043.91
0,31-12-2017,conventional,2017,1.02,extra_large,2173591.74
1,24-12-2017,conventional,2017,1.26,extra_large,1576731.65
2,17-12-2017,conventional,2017,1.05,small,1829991.74
3,10-12-2017,conventional,2017,1.15,small,1606464.12
4,03-12-2017,conventional,2017,1.19,extra_large,1630974
5,26-11-2017,conventional,2017,1.28,extra_large,1280491
6,19-11-2017,conventional,2017,1.12,medium,1729745
7,12-11-2017,conventional,2017,1.26,medium,1625590
8,05-11-2017,conventional,2017,1.48,medium,1380036.54
9,29-10-2017,conventional,2017,1.38,medium,1536445.96
10,22-10-2017,conventional,2017,1.48,large,1455487.08
11,15-10-2017,conventional,2017,1.77,extra_large,1232522.78
12,08-10-2017,conventional,2017,1.81,large,1248620.9
13,01-10-2017,conventional,2017,1.77,large,1309590.39
